title,images,category,description,price,sku
BC 8485 WHITE,http://www.platoled.com/assets/img/categories/BC/8485%20WH.webp,platoled,"Product name BC 8485 WHITE
Material IRON
Color NA
IP Rating NA
Color Temp 3 C
CRI NA
LM/W NA
PF NA
Vol NA
Available in
15 W",,
BC 8505 30|40 CM,http://www.platoled.com/assets/img/categories/BC/8505.webp,platoled,"Product name BC 8505 30|40 CM
Material IRON
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
10 W",,
BC 8529,http://www.platoled.com/assets/img/categories/BC/8529%20BLK.webp,platoled,"Product name BC 8529
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8531 BLACK,http://www.platoled.com/assets/img/categories/BC/8531%20BLK.webp,platoled,"Product name BC 8531 BLACK
Material ALUM
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8531 WHITE,http://www.platoled.com/assets/img/categories/BC/8531%20WH.webp,platoled,"Product name BC 8531 WHITE
Material ALUM
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8532,http://www.platoled.com/assets/img/categories/BC/8532.webp,platoled,"Product name BC 8532
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8538 BLACK,http://www.platoled.com/assets/img/categories/BC/8538%20BLK.webp,platoled,"Product name BC 8538 BLACK
Material ALUM
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
15 W",,
BC 8538 WHITE,http://www.platoled.com/assets/img/categories/BC/8538%20WH.webp,platoled,"Product name BC 8538 WHITE
Material ALUM
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
15 W",,
BC 8538 YELLOW,http://www.platoled.com/assets/img/categories/BC/8538%20YELLOW.webp,platoled,"Product name BC 8538 YELLOW
Material ALUM
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
15 W",,
BC 8539 GRAY,http://www.platoled.com/assets/img/categories/BC/8539%20GRAY.webp,platoled,"Product name BC 8539 GRAY
Material ALUM + ACRYLIC
Color NA
IP Rating NA
Color Temp 3C
CRI NA
LM/W NA
PF NA
Vol NA
Available in
15 W",,
BC 8539 GOLD,http://www.platoled.com/assets/img/categories/BC/8539%20GOLD.webp,platoled,"Product name BC 8539 GOLD
Material ALUM + ACRYLIC
Color NA
IP Rating NA
Color Temp 3C
CRI NA
LM/W NA
PF NA
Vol NA
Available in
15 W",,
BC 8541 BLACK,http://www.platoled.com/assets/img/categories/BC/8541%20BLK.webp,platoled,"Product name BC 8541 BLACK
Material IRON
Color NA
IP Rating NA
Color Temp 3C
CRI NA
LM/W NA
PF NA
Vol NA
Available in
10 W",,
BC 8541 WHITE,http://www.platoled.com/assets/img/categories/BC/8541%20WH.webp,platoled,"Product name BC 8541 WHITE
Material IRON
Color NA
IP Rating NA
Color Temp 3C
CRI NA
LM/W NA
PF NA
Vol NA
Available in
10 W",,
BC 8562 BLACK,http://www.platoled.com/assets/img/categories/BC/8562%20BLACK.webp,platoled,"Product name BC 8562 BLACK
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8562 GRAY,http://www.platoled.com/assets/img/categories/BC/8562%20GRAY.webp,platoled,"Product name BC 8562 GRAY
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8562 RED,http://www.platoled.com/assets/img/categories/BC/8562%20RED.webp,platoled,"Product name BC 8562 RED
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8567 BLACK,http://www.platoled.com/assets/img/categories/BC/8567%20blk.webp,platoled,"Product name BC 8567 BLACK
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8567 GRAY,http://www.platoled.com/assets/img/categories/BC/8567%20gray.webp,platoled,"Product name BC 8567 GRAY
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
BC 8567 RED,http://www.platoled.com/assets/img/categories/BC/8567%20red.webp,platoled,"Product name BC 8567 RED
Material IRON + ACRYLIC
Color NA
IP Rating NA
Color Temp 3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
20 W",,
STEP LIGHT BLK 05REC,http://www.platoled.com/assets/img/categories/STAIRCASE/STAIRCASE_17.webp,platoled,"Product name STEP LIGHT BLK 05REC
Material * Back: Alloy aluminum
Color BLACK
IP Rating IP66
Color Temp 6K|3K
CRI 80
LM/W 65-70
PF 0.5
Vol AC85-265V
Available in
5 W",,
STEP LIGHT BLK 05R,http://www.platoled.com/assets/img/categories/STAIRCASE/STAIRCASE_18.webp,platoled,"Product name STEP LIGHT BLK 05R
Material * Back: Alloy aluminum
Color BLACK
IP Rating IP66
Color Temp 6K|3K|BLUE
CRI 80
LM/W 65-70
PF 0.5
Vol AC85-265V
Available in
5 W",,
STEP LIGHT WH 05R,http://www.platoled.com/assets/img/categories/STAIRCASE/STAIRCASE_20.webp,platoled,"Product name STEP LIGHT WH 05R
Material * Back: Alloy aluminum
Color WHITE
IP Rating IP66
Color Temp 6K|3K|BLUE
CRI 80
LM/W 65-70
PF 0.5
Vol AC85-265V
Available in
5 W",,
STEP LIGHT WH 05S,http://www.platoled.com/assets/img/categories/STAIRCASE/STAIRCASE_21.webp,platoled,"Product name STEP LIGHT WH 05S
Material * Back: Alloy aluminum
Color WHITE
IP Rating IP66
Color Temp 6K|3K|BLUE
CRI 80
LM/W 65-70
PF 0.5
Vol AC85-265V
Available in
5 W",,
STEP LIGHT BLK 05S,http://www.platoled.com/assets/img/categories/STAIRCASE/STAIRCASE_01.webp,platoled,"Product name STEP LIGHT BLK 05S
Material * Back: Alloy aluminum
Color BLACK
IP Rating IP66
Color Temp 6K|3K|BLUE
CRI 80
LM/W 65-70
PF 0.5
Vol AC85-265V
Available in
5 W",,
STEP LIGHT BLK 07REC,http://www.platoled.com/assets/img/categories/STAIRCASE/STAIRCASE_22.webp,platoled,"Product name STEP LIGHT BLK 07REC
Material * Back: Alloy aluminum
Color BLACK
IP Rating IP66
Color Temp 6K|3K
CRI 80
LM/W 65-70
PF 0.5
Vol AC85-265V
Available in
65/85 SIZE",,
SOLAR CAMPING LIGHT M457,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_01.webp,platoled,"Product name SOLAR CAMPING LIGHT M457
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
100 W",,
SOLAR CAMPING LIGHT M456,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_02.webp,platoled,"Product name SOLAR CAMPING LIGHT M456
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
200 W",,
SOLAR CAMPING LIGHT M454,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_03.webp,platoled,"Product name SOLAR CAMPING LIGHT M454
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
100 W",,
SOLAR CAMPING LIGHT M463,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_05.webp,platoled,"Product name SOLAR CAMPING LIGHT M463
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
800 W",,
SOLAR CAMPING LIGHT M460,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_06.webp,platoled,"Product name SOLAR CAMPING LIGHT M460
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
600 W",,
SOLAR CAMPING LIGHT M462,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_07.webp,platoled,"Product name SOLAR CAMPING LIGHT M462
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
200 W",,
SOLAR CAMPING LIGHT M461,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_09.webp,platoled,"Product name SOLAR CAMPING LIGHT M461
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
600 W",,
SOLAR CAMPING LIGHT M459,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_13.webp,platoled,"Product name SOLAR CAMPING LIGHT M459
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
400 W",,
SOLAR CAMPING LIGHT M458,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_15.webp,platoled,"Product name SOLAR CAMPING LIGHT M458
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
400 W",,
SOLAR CAMPING LIGHT M455,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_17.webp,platoled,"Product name SOLAR CAMPING LIGHT M455
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
400 W",,
SOLAR CAMPING LIGHT M453,http://www.platoled.com/assets/img/categories/SOLAR_CAMPING/SOLAR_CAMPING_18.webp,platoled,"Product name SOLAR CAMPING LIGHT M453
Material NA
Color YELLOW ORANGE
IP Rating NA
Color Temp 65K + 35K + R&B
CRI NA
LM/W NA
PF NA
Vol NA
Available in
60 W",,
SQUARE SURFACE PANEL LIGHT,http://www.platoled.com/assets/img/categories/SURFACE_PANEL/SURFACE_PANEL_01.webp,platoled,"Product name SQUARE SURFACE PANEL LIGHT
Material IRON+PS
Color WHITE
IP Rating NA
Color Temp 7K|4K|3K
CRI 70
LM/W 90
PF >0.5
Vol 100-240V
Available in
20 W | 30 W | 40 W | 50 W",,
ROUND SURFACE PANEL LIGHT,http://www.platoled.com/assets/img/categories/SURFACE_PANEL/SURFACE_PANEL_02.webp,platoled,"Product name ROUND SURFACE PANEL LIGHT
Material IRON+PS
Color WHITE
IP Rating NA
Color Temp 7K|4K|3K
CRI 70
LM/W 90
PF >0.5
Vol 100-240V
Available in
20 W | 30 W | 40 W | 50 W",,
SURFACE PANEL LIGHTS ROUND B-IN,http://www.platoled.com/assets/img/categories/SURFACE_PANEL/SURFACE_PANEL_06.webp,platoled,"Product name SURFACE PANEL LIGHTS ROUND B-IN
Material PLASTIC
Color WHITE
IP Rating NA
Color Temp 65K
CRI 80
LM/W 80
PF >0.9
Vol 220V
Available in
24 W | 32 W",,
SURFACE PANEL LIGHTS SQUARE,http://www.platoled.com/assets/img/categories/SURFACE_PANEL/SURFACE_PANEL_08.webp,platoled,"Product name SURFACE PANEL LIGHTS SQUARE
Material ALUMINIUM
Color WHITE
IP Rating NA
Color Temp 65K
CRI 60
LM/W 60
PF >0.5
Vol 220V
Available in
24 W | 32 W",,
ROUND SURFACE PANEL LIGHT ALUMINUM,http://www.platoled.com/assets/img/categories/SURFACE_PANEL/SURFACE_PANEL_10.webp,platoled,"Product name ROUND SURFACE PANEL LIGHT ALUMINUM
Material ALUMINUM
Color WHITE
IP Rating NA
Color Temp 6K|3K
CRI 70
LM/W 90
PF >0.5
Vol 100-240V
Available in
30 W | 32 W",,
PANEL LIGHTS SQUARE GB,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/panel%20light%20gb.webp,platoled,"Product name PANEL LIGHTS SQUARE GB
Material NA
Color WHITE
IP Rating IP66
Color Temp 6K+3K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
180 W + 60 W",,
PANEL LIGHTS SQUARE PB,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/panel%20light%20pb.webp,platoled,"Product name PANEL LIGHTS SQUARE PB
Material NA
Color WHITE
IP Rating IP66
Color Temp 6K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
180 W",,
PANEL LIGHTS SQUARE CS,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/panel%20light%20cs.webp,platoled,"Product name PANEL LIGHTS SQUARE CS
Material NA
Color WHITE
IP Rating IP66
Color Temp 6K
CRI NA
LM/W NA
PF NA
Vol NA
Available in
180 W",,
FRAME LIGHT,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/PANEL_LIGHTS_04.webp,platoled,"Product name FRAME LIGHT
Material IRON + PS
Color WHITE
IP Rating IP66
Color Temp 6K | 3K | BLUE | PINK
CRI NA
LM/W NA
PF NA
Vol AC100-240V
Available in
60 W",,
GLASS PANEL SMD,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/PANEL_LIGHTS_08.webp,platoled,"Product name GLASS PANEL SMD
Material ALUM + PP
Color WHITE
IP Rating IP66
Color Temp 3C
CRI 70
LM/W 70-80
PF 0.5
Vol AC100-240V
Available in
8 W | 15 W | 20 W | 30 w",,
GLASS PANEL SMD,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/PANEL_LIGHTS_08.webp,platoled,"Product name GLASS PANEL SMD
Material ALUM + PP
Color WHITE
IP Rating IP66
Color Temp 6K| 3K
CRI 70
LM/W 70-80
PF 0.5
Vol AC100-240V
Available in
8 W | 15 W | 20 W",,
GLASS PANEL COB,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/glass%20panel%20cob%208w.webp,platoled,"Product name GLASS PANEL COB
Material ALUM + PP
Color WHITE
IP Rating IP66
Color Temp 6K + RED | 6K + PINK | 6K + GREEN | 6K + BLUE
CRI 70
LM/W 70-80
PF 0.5
Vol AC100-240V
Available in
8 W",,
GLASS PANEL COB,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/PANEL_LIGHTS_09.webp,platoled,"Product name GLASS PANEL COB
Material ALUM + PP
Color WHITE
IP Rating IP66
Color Temp 3C
CRI 70
LM/W 70-80
PF 0.5
Vol AC100-240V
Available in
8 W | 15 W | 20 W",,
PANEL LIGHT GRILL,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/PANEL%20LIGHT%20SQUARE%20GRILL.webp,platoled,"Product name PANEL LIGHT GRILL
Material ALUM + PP
Color WHITE
IP Rating IP66
Color Temp 3C
CRI 70
LM/W 70-80
PF 0.5
Vol AC100-240V
Available in
120 W | 180 W",,
PANEL LIGHT GRILL PUSHTYPE,http://www.platoled.com/assets/img/categories/PANEL_LIGHTS/PANEL%20LIGHT%20GRILL%20PUSHTYPE.webp,platoled,"Product name PANEL LIGHT GRILL PUSHTYPE
Material ALUM + PP
Color WHITE
IP Rating IP66
Color Temp 3C
CRI 70
LM/W 70-80
PF 0.5
Vol AC100-240V
Available in
120 W",,
CL JM-2,http://www.platoled.com/assets/img/categories/ceiling_lights/c-1.webp,platoled,"Product name CL JM-2
Material IRON+ACRYLIC
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
80*2",,
CL 5048-3 GRAY + GOLD,http://www.platoled.com/assets/img/categories/ceiling_lights/c-2.webp,platoled,"Product name CL 5048-3 GRAY + GOLD
Material Aluminum + Qingguang acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
120 W",,
CL 2301-TE,http://www.platoled.com/assets/img/categories/ceiling_lights/c-3.webp,platoled,"Product name CL 2301-TE
Material IRON+ACRYLIC
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
80*2 three-color light",,
CL 8038-8+6+4,http://www.platoled.com/assets/img/categories/ceiling_lights/c-5.webp,platoled,"Product name CL 8038-8+6+4
Material WROUGHT IRON CHASSIS + ALUMINUM PROFILE ACRYLIC
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
264 W",,
CL7202/3+3,http://www.platoled.com/assets/img/categories/ceiling_lights/c-6.webp,platoled,"Product name CL7202/3+3
Material iron+aluminum+silicone
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
84 W",,
CL 2226-2,http://www.platoled.com/assets/img/categories/ceiling_lights/c-7.webp,platoled,"Product name CL 2226-2
Material IRON+ACRYLIC
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
86*2",,
CL 9357-1,http://www.platoled.com/assets/img/categories/ceiling_lights/c-8.webp,platoled,"Product name CL 9357-1
Material IRON+SILICONE+ALUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
75*2",,
CL 2302/WJX,http://www.platoled.com/assets/img/categories/ceiling_lights/c-10.webp,platoled,"Product name CL 2302/WJX
Material IRON + SILICONE
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
120 W",,
CL 0878-8,http://www.platoled.com/assets/img/categories/ceiling_lights/c-11.webp,platoled,"Product name CL 0878-8
Material IRON+WOOD+ABS
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
E27MAX40W*8",,
CL 8023-4+1,http://www.platoled.com/assets/img/categories/ceiling_lights/c-12.webp,platoled,"Product name CL 8023-4+1
Material IRON+WOOD
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
60 W",,
CL 8059-5,http://www.platoled.com/assets/img/categories/ceiling_lights/c-13.webp,platoled,"Product name CL 8059-5
Material IRON+WOOD+GLASS
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
E27MAX40W*5",,
CL 5001-4,http://www.platoled.com/assets/img/categories/ceiling_lights/c-14.webp,platoled,"Product name CL 5001-4
Material Iron + Aluminum
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
60*2",,
CL B190/500 SILVER,http://www.platoled.com/assets/img/categories/ceiling_lights/2.webp,platoled,"Product name CL B190/500 SILVER
Material Acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
48*2 three-color light",,
CL 8052-4,http://www.platoled.com/assets/img/categories/ceiling_lights/3.webp,platoled,"Product name CL 8052-4
Material IRON+WOOD
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
78W",,
CL 2001-3,http://www.platoled.com/assets/img/categories/ceiling_lights/5.webp,platoled,"Product name CL 2001-3
Material IRON+WOOD
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
36W",,
CL 2001-6+1,http://www.platoled.com/assets/img/categories/ceiling_lights/6.webp,platoled,"Product name CL 2001-6+1
Material IRON+WOOD
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
36W",,
CL 2226-4,http://www.platoled.com/assets/img/categories/ceiling_lights/12.webp,platoled,"Product name CL 2226-4
Material Iron + acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
86*2",,
CL 2226-3,http://www.platoled.com/assets/img/categories/ceiling_lights/13.webp,platoled,"Product name CL 2226-3
Material Iron + acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
86*2",,
CL 2223-1,http://www.platoled.com/assets/img/categories/ceiling_lights/14.webp,platoled,"Product name CL 2223-1
Material Iron + acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
85*2",,
CL 2244-6,http://www.platoled.com/assets/img/categories/ceiling_lights/15.webp,platoled,"Product name CL 2244-6
Material Iron + acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
85*2",,
CL 2244-2,http://www.platoled.com/assets/img/categories/ceiling_lights/16.webp,platoled,"Product name CL 2244-2
Material Iron + acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
85*2",,
CL 2245-2,http://www.platoled.com/assets/img/categories/ceiling_lights/17.webp,platoled,"Product name CL 2245-2
Material Iron + acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
100*2",,
CL 8860-4,http://www.platoled.com/assets/img/categories/ceiling_lights/19.webp,platoled,"Product name CL 8860-4
Material IRON+ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
55*2",,
CL 8860-6,http://www.platoled.com/assets/img/categories/ceiling_lights/20.webp,platoled,"Product name CL 8860-6
Material IRON+ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
55*2",,
CL 8860-500*500,http://www.platoled.com/assets/img/categories/ceiling_lights/21.webp,platoled,"Product name CL 8860-500*500
Material IRON+ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
60*2",,
CL W003-1,http://www.platoled.com/assets/img/categories/ceiling_lights/22.webp,platoled,"Product name CL W003-1
Material IRON + ALUMINUM
Color
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
39*2",,
CL W003-6,http://www.platoled.com/assets/img/categories/ceiling_lights/23.webp,platoled,"Product name CL W003-6
Material IRON + ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
62*2",,
CL W003-4,http://www.platoled.com/assets/img/categories/ceiling_lights/24.webp,platoled,"Product name CL W003-4
Material IRON + ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
108*2",,
CL 7041-3 ROUND,http://www.platoled.com/assets/img/categories/ceiling_lights/26.webp,platoled,"Product name CL 7041-3 ROUND
Material Iron + Aluminum
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
58*2",,
CL 7036-2,http://www.platoled.com/assets/img/categories/ceiling_lights/27.webp,platoled,"Product name CL 7036-2
Material IRON + ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
83*2",,
CL 7036-1,http://www.platoled.com/assets/img/categories/ceiling_lights/28.webp,platoled,"Product name CL 7036-1
Material IRON + ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
107*2",,
CL 7051-3,http://www.platoled.com/assets/img/categories/ceiling_lights/29.webp,platoled,"Product name CL 7051-3
Material Iron + Aluminum
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
60*2",,
CL 7051-2,http://www.platoled.com/assets/img/categories/ceiling_lights/30.webp,platoled,"Product name CL 7051-2
Material Iron + Aluminum
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
60*2",,
CL 7051-1,http://www.platoled.com/assets/img/categories/ceiling_lights/31.webp,platoled,"Product name CL 7051-1
Material Iron + Aluminum
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
60*2",,
CL 8017-500,http://www.platoled.com/assets/img/categories/ceiling_lights/32.webp,platoled,"Product name CL 8017-500
Material ALUMINUM + SILICONE + IRON ART
Color GLD + BLK
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
44W",,
CL 8018-3,http://www.platoled.com/assets/img/categories/ceiling_lights/33.webp,platoled,"Product name CL 8018-3
Material IRON CHASSIS+ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
65*2",,
CL 8016-1,http://www.platoled.com/assets/img/categories/ceiling_lights/34.webp,platoled,"Product name CL 8016-1
Material IRON + ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
127W*2",,
CL 8013-6+4,http://www.platoled.com/assets/img/categories/ceiling_lights/35.webp,platoled,"Product name CL 8013-6+4
Material IRON + ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
77W*2",,
CL 8013-3,http://www.platoled.com/assets/img/categories/ceiling_lights/36.webp,platoled,"Product name CL 8013-3
Material Iron + Aluminum
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
80W",,
CL 8016-6+4Y,http://www.platoled.com/assets/img/categories/ceiling_lights/37.webp,platoled,"Product name CL 8016-6+4Y
Material ALUMINUM + SILICONE
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
240 W",,
CL 8888-3,http://www.platoled.com/assets/img/categories/ceiling_lights/38.webp,platoled,"Product name CL 8888-3
Material Aluminum + acrylic
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
88W",,
CL 8015-3,http://www.platoled.com/assets/img/categories/ceiling_lights/39.webp,platoled,"Product name CL 8015-3
Material Iron + Aluminum
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
54W",,
CL 8010/XY,http://www.platoled.com/assets/img/categories/ceiling_lights/40.webp,platoled,"Product name CL 8010/XY
Material ALUMINUM + SILICONE + IRON ART
Color BLK+GLD
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
100*2W",,
CL 7008-2,http://www.platoled.com/assets/img/categories/ceiling_lights/41.webp,platoled,"Product name CL 7008-2
Material IRON + ALUMINUM + SILICONE
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
62*2",,
CL 8041-8+6+4,http://www.platoled.com/assets/img/categories/ceiling_lights/44.webp,platoled,"Product name CL 8041-8+6+4
Material IRON + ALUMINUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
452W",,
CL 1027-3,http://www.platoled.com/assets/img/categories/ceiling_lights/45.webp,platoled,"Product name CL 1027-3
Material IRON+SILICONE+ALUM
Color NA
IP Rating NA
Color Temp 3 COLOR
CRI NA
LM/W NA
PF NA
Vol NA
Available in
120 W",,
